mid,ld,vrn,y,m,mo,ec,col,dd,tld,pav,rc,amfv,pn,ddob,ft,d,s,id
2571582377448,19/11/2019 19:28:51,UQV 1000,08/04/2023 8:55:35,Audi,Murano,3471,Maroon,Roof rack sill,TotalLoss/Repair,99418359,127871717.3,86980,IWV458324JZ,25/07/2023,DIESEL/MHEV,5,4 ,14/10/2021
4905148521884,08/09/2019 18:37:54,VNZ 3655,07/06/2015 12:38:28,Buick,CX-30,1043,Maroon,Front bumper ding,Repair,93410878,52101186,31782,WZE683812CV,30/04/2021,DIESEL/MHEV,0,9,17/08/2016
8741000376276,28/11/2017 6:31:19,TMQ 4952,30/01/2019 2:59:59,Acura,Legacy,3862,Salmon,Roof rack scuffs,TotalLoss/Repair,12456523,14669905.5,41670,IWV432276QY,10/10/2015,PETROL/ALCOHOL,3,5,20/12/2016
2442011086364,22/03/2018 14:04:04,EJG 3294,20/11/2018 16:22:28,Alfa Romeo,Altima,4062,Beige,Front bumper dent,TotalLoss/Repair,25553058,29286326.6,94791,WZE302165NQ,22/09/2015,PETROL/ALCOHOL,2,3,21/04/2021
5130074890432,28/11/2021 2:22:19,KKK 2524,03/03/2023 1:09:45,Jeep,La Voiture Noire,3814,Black,Scratched door frame,Repair,48676851,10411701,82598,IWV455607BD,10/08/2015,DIESEL,5,6,11/10/2022
5615550174956,09/03/2017 16:25:57,SLL 0625,09/10/2021 8:37:00,Infiniti,Touareg,3128,Coral,Dinged rear quarter panel,Repair,56916666,9931472,27679,WZE456726YQ,22/12/2015,PETROL/ELECTRIC,6,3,12/02/2021
4276517536092,10/04/2017 16:49:04,FJY 0708,17/11/2021 18:25:07,Lexus,Range Rover Sport,4195,Green,Chipped windshield,TotalLoss,85623874,208289781,35296,PRC892409NR,03/06/2023,DIESEL/ELECTRIC,5,5,19/06/2017
8619856367669,03/02/2020 19:01:54,KAL 9398,24/04/2016 0:53:27,Cadillac,S4,3975,Ruby,Dented rear quarter panel,Repair,6323547,1828047,50294,IWV937499RM,01/06/2019,PETROL/LPG,6,5,03/05/2021
8230670069166,28/09/2015 7:36:23,UBC 6779,27/11/2018 19:40:32,Hyundai,Touareg,3380,Black,Dented rear quarter panel,Repair,28998000,26614302,88791,ZOC320747DD,11/08/2021,PETROL/ALCOHOL,0,8,03/03/2017
3746938288913,05/08/2023 1:55:19,NCP 9923,19/12/2020 20:18:23,BMW,S4,3654,Brown,Front bumper dent,TotalLoss/Repair,34165980,43155366.9,26630,WZE994093WW,08/02/2016,PETROL,2,5,06/11/2021
4607858220875,25/06/2017 18:49:57,YNC 8147,12/07/2021 5:22:16,Hyundai,Rav4,3694,Magenta,Bumper dent,TotalLoss,2846861,19267613,31412,PRC947243QL,12/10/2018,DIESEL/MHEV,4,6,24/04/2018
6261651995214,09/03/2021 4:59:21,VJA 1182,17/02/2016 8:49:24,Lamborghini,Yukon,3451,Silver,Roof rack scuffs,Repair,72069355,12754030,8270,ZOC689139CG,10/02/2017,ELECTRIC,0,5,11/04/2019
4296081839726,30/04/2015 17:04:27,SOV 8992,09/08/2021 22:55:38,Mitsubishi,Cruze,4053,Orange,Roof rack dent,TotalLoss/Repair,27490127,30655526.4,53166,ZOC391143OX,21/05/2015,ELECTRIC,2,9,04/10/2019
3968517492349,09/01/2017 0:14:25,PZP 6692,07/04/2021 9:32:14,Kia,Maxima,3774,Tan,Dented roof sill,TotalLoss/Repair,20822512,23677719.1,71823,ZOC754020HY,26/08/2022,PETROL/ELECTRIC,5,3,13/07/2021
4559886886624,15/11/2021 23:32:16,VSU 0213,21/05/2017 1:37:05,Toyota,A6,4400,Pink,Chipped roof sill,TotalLoss,86097430,604018559,91721,ZOC438595RA,27/10/2016,PETROL/LPG,2,6,09/08/2016
4262183477018,03/04/2023 14:55:35,OAP 8334,09/08/2022 23:07:52,Volkswagen,300,3375,Coral,Keyed doors,Repair,20174040,9659933,45325,ZOC432507JF,26/07/2018,PETROL,2,4 ,14/09/2016
5409459041681,08/07/2023 3:25:42,BDI 0081,11/07/2018 3:45:51,Rolls-Royce,Clubman,881,Beige,Roof rack scrape,Repair,21360336,83268,75766,IWV374434EA,19/11/2018,DIESEL/MHEV,2,3,16/10/2020
6307636665232,13/06/2023 0:58:04,LOT 7698,24/02/2017 3:20:51,Subaru,F-PACE,4174,Red,Scratched roof rack sill,TotalLoss/Repair,53713776,68881727.2,13815,PRC665505WL,28/09/2022,DIESEL/ELECTRIC,6,9,26/01/2018
4207003551954,25/02/2017 15:43:38,RCO 1595,24/01/2023 4:05:46,Chevrolet,CLA,1212,Indigo,Chipped roof sill,Repair,82501509,10569139,40568,ZOC469249NG,15/02/2016,PETROL/LPG,3,0,07/08/2015
9044069576600,29/09/2016 1:54:06,OCL 8647,02/11/2019 7:53:13,Mazda,Q3,3907,Yellow,Roof rack scrape,TotalLoss,14355030,118600508,38906,WZE652608OO,04/08/2018,DIESEL/ELECTRIC,2,5,12/12/2020
1735493945460,21/08/2019 22:38:49,ZKN 1380,15/12/2022 20:11:18,Ford,Murano,1832,Indigo,Dinged rear door,Repair,17538462,14801726,16894,CHB625752AH,09/08/2015,PETROL,2,2,13/11/2019
2560492661841,09/09/2021 8:30:57,CSA 4201,03/02/2016 11:07:11,Mercedes-Benz,C-Class,3884,Beige,Tailgate dent,Repair,47657116,2855172,49667,CHB898645XT,25/07/2016,DIESEL,4,7,08/09/2021
3846867863089,16/05/2021 16:06:11,NEL 8963,18/06/2023 14:32:02,Porsche,MDX,1054,Tan,Bent roof rack sill,Repair,48700216,32153757,38812,ZOC510506KU,18/05/2018,DIESEL/MHEV,6,3,29/03/2015
2386689363588,23/06/2019 12:28:41,QIL 0075,20/08/2018 6:49:32,Maserati,Flying Spur,2849,Brown,Cracked windshield washer nozzle,Repair,16586283,1620593,92807,CHB619930FD,09/07/2016,PETROL/ALCOHOL,2,2,09/09/2023
4508417765739,22/02/2022 19:44:29,MOF 9578,07/05/2023 11:40:39,Aston Martin,Golf,3460,Brown,Dented hood,TotalLoss,3026311,15356970,24778,ZOC162022PY,13/03/2019,DIESEL/ELECTRIC,3,6,02/01/2015
5264779445435,20/12/2019 12:03:04,XSG 8896,08/07/2020 8:18:04,Maserati,500,4191,Gold,Flat tire,Repair,2725334,101634,17708,PRC455975AF,23/07/2022,PETROL,2,5,17/08/2022
8698934672818,29/03/2018 13:58:24,UFX 6964,22/06/2017 20:41:57,Fiat,S4,2355,Green,Side mirror dent,TotalLoss/Repair,83692854,99706249.0,43252,WZE181681WX,28/07/2023,ELECTRIC,2,4 ,04/01/2015
6062746749065,18/06/2017 14:39:37,CBR 1471,29/06/2016 17:43:43,Cadillac,Enclave,1752,Red,Roof rack dent,Repair,11045247,10325192,68772,WZE829020QQ,10/03/2016,PETROL/ALCOHOL,0,2,20/05/2016
5616108067330,25/03/2017 0:10:36,LWO 7075,08/08/2022 11:28:48,Rolls-Royce,Civic,2866,Blue,Bent rear quarter sill,TotalLoss,7025857,64504248,12971,WZE846450LN,30/06/2017,DIESEL/ELECTRIC,6,6,02/11/2016
1806871609757,18/09/2015 19:44:26,EVC 5308,03/01/2020 7:45:09,Chevrolet,Giulia,1663,Slate,Cracked side window,TotalLoss,34704747,172939275,78997,ZOC889340GM,06/05/2020,DIESEL/MHEV,0,2,02/06/2018
1615770051765,10/11/2020 13:22:28,KXB 1947,30/11/2021 21:12:29,Bentley,Silverado,2122,Red,Chipped bumper sill,TotalLoss/Repair,65311754,83000031.9,41859,IWV974322KA,19/06/2017,ELECTRIC,3,9,27/01/2019
4547503811762,13/09/2015 18:23:31,KKM 9685,03/06/2018 6:03:00,Mazda,S60,2193,Beige,Broken roof sill,Repair,25985001,396637,39725,IWV325317PG,10/12/2019,DIESEL/ELECTRIC,6,7,18/05/2017
7737098787578,22/07/2020 11:56:52,NIZ 6354,08/06/2019 14:46:22,Maserati,S4,1212,Purple,Broken headlight,Repair,24461555,11633450,50499,IWV840479CP,30/09/2019,DIESEL,6,5,27/10/2016
4813974055015,27/01/2019 7:17:29,EMH 0563,10/04/2017 9:04:18,Mini,Impreza,3468,Ivory,Front bumper dent,TotalLoss,47398762,313170693,91655,CHB286471ZY,05/09/2016,PETROL,3,4 ,01/09/2019
7128121928312,15/08/2022 19:39:41,GVV 4270,01/12/2016 8:38:07,Chrysler,Malibu,3446,Gray,Bumper dent,Repair,70936528,53549288,46632,WZE298292ZU,26/07/2016,DIESEL/MHEV,6,8,18/04/2018
2044024558767,29/10/2019 8:33:41,IOO 8262,17/09/2020 12:09:41,Alfa Romeo,Encore,2394,Brown,Chipped side window sill,TotalLoss/Repair,87293059,109002073.9,30231,PRC790554AP,06/08/2018,DIESEL/MHEV,5,9,20/12/2018
1180375919827,09/09/2020 10:16:29,CAN 7315,07/04/2018 19:57:13,Ford,GranTurismo,2794,Yellow,Roof rack chip,TotalLoss/Repair,94522869,106996854.2,25257,IWV742719YG,01/01/2021,PETROL,4,0,30/08/2021
4692516532403,22/11/2015 12:00:31,KOR 0841,08/05/2017 1:02:00,Lamborghini,CX-9,1047,Purple,Dented roof sill,TotalLoss,79939056,341870117,52298,ZOC390106HU,02/06/2017,PETROL/ALCOHOL,6,3,01/07/2019
3995785576457,26/09/2017 7:10:14,WMY 2505,26/11/2020 22:06:06,Hyundai,Crosstrek,3963,Tan,Front bumper scrape,TotalLoss/Repair,96086881,121422682.5,82293,PRC930884BK,30/09/2022,DIESEL,2,8,15/07/2021
7467742090537,10/05/2015 14:01:59,HAN 2370,18/07/2021 19:56:09,Maserati,Golf,907,Green,Broken side mirror scrape,TotalLoss/Repair,88131793,100281464.7,90631,PRC487907BM,18/06/2015,ELECTRIC,2,8,27/03/2023
2055264887946,23/09/2016 8:04:00,OSG 0460,04/06/2020 15:30:32,Mercedes-Benz,Journey,4163,Gray,Bumper dent,TotalLoss/Repair,31841958,39221688.9,70639,ZOC652969KH,01/09/2021,DIESEL,0,8,01/05/2023
2831423055321,26/07/2020 17:50:03,LVX 6117,07/07/2023 1:40:35,Lexus,Legacy,4164,Lavender,Roof rack scuffs,TotalLoss/Repair,51463699,60593355.4,69968,PRC972201SD,26/10/2016,PETROL,6,3,27/08/2016
5485210600632,25/09/2015 9:18:17,YIV 5345,03/12/2016 11:52:15,Fiat,Clubman,1473,Maroon,Bumper dent,TotalLoss/Repair,6434640,7729308.8,6386,WZE196695FB,25/09/2015,PETROL/LPG,5,4 ,10/08/2020
5204449959231,03/01/2018 13:32:02,NHO 1517,18/10/2020 2:23:55,Jaguar,Legacy,2181,Brown,Tailgate scrape,TotalLoss,50224375,57753403,68197,CHB472218DQ,04/04/2019,PETROL/LPG,3,2,07/08/2019
2525145881049,03/03/2022 4:37:28,KLX 2653,24/11/2021 18:08:01,Bentley,Legacy,4027,Slate,Bent roof rack sill,TotalLoss/Repair,25511814,30724439.3,71965,ZOC148964YZ,23/09/2021,DIESEL,4,6,05/11/2019
5133178207014,31/05/2019 4:43:39,IEI 0475,16/10/2016 21:32:31,BMW,Elantra,1238,Tan,Front bumper scratch,TotalLoss,63079992,564882538,13204,ZOC229888EQ,26/06/2019,ELECTRIC,5,4 ,12/05/2020
2214934732979,20/06/2015 16:06:36,CJC 0058,31/07/2017 5:09:09,Lexus,DB11,3610,Olive,Bumper scrape,TotalLoss,49107199,454862862,17453,ZOC149321QJ,14/11/2019,DIESEL/ELECTRIC,5,5,15/03/2018
4828625025125,23/07/2018 0:00:16,GIP 4012,11/06/2023 21:04:54,Hyundai,Touareg,2575,Cyan,Scratched door frame,TotalLoss/Repair,40301267,52126832.1,69912,WZE301176VT,29/03/2021,PETROL,3,4 ,27/08/2018
1818164421853,21/02/2022 17:36:44,WJT 9007,16/12/2021 19:53:58,Chrysler,S4,3317,Ivory,Roof scratch,Repair,56058647,55179965,74745,CHB862038SQ,15/06/2021,DIESEL,6,9,30/07/2015
4276687114494,30/08/2017 12:51:01,LPI 7616,15/09/2016 12:45:28,Volkswagen,MDX,3003,Tan,Roof rack dent,TotalLoss/Repair,95748266,124121371.5,9932,ZOC359058TP,21/08/2023,DIESEL/ELECTRIC,2,6,19/06/2016
2765988022188,17/07/2018 23:18:47,YKU 8897,25/03/2018 0:21:45,Nissan,Legacy,2353,Ivory,Roof dent,TotalLoss,88881141,431044581,82270,ZOC249552XA,30/08/2020,PETROL/ALCOHOL,0,9,12/07/2019
7733874496881,23/07/2023 11:46:53,THD 6386,03/05/2020 18:04:49,Lexus,XF,2329,Indigo,Roof rack scrape,TotalLoss,86714155,637911116,53002,PRC817013TJ,10/02/2016,DIESEL/ELECTRIC,4,0,27/09/2018
8459311253168,28/12/2021 0:39:13,SHG 1797,05/02/2018 2:40:43,Porsche,Outback,1399,Yellow,Roof rack dent,TotalLoss/Repair,89851225,110978474.5,78774,CHB205320PT,02/07/2017,PETROL/ELECTRIC,4,4 ,22/04/2020
8453796265892,05/04/2020 2:09:52,KFQ 4628,15/05/2015 2:19:12,Tesla,Flying Spur,2809,Plum,Roof rack scrape,TotalLoss,36906354,87920677,19188,WZE581869EL,22/11/2022,PETROL/ALCOHOL,4,9,13/05/2017
7445431370482,27/11/2022 23:39:26,KDE 0922,09/07/2020 13:07:12,Acura,A6,1345,Coral,Roof rack scuffs,TotalLoss/Repair,8928625,9904879.6,15749,WZE794076KX,12/07/2023,DIESEL,3,2,18/04/2020
9434141719122,12/10/2018 5:43:24,FZH 3254,16/02/2016 8:12:15,Subaru,4 Series,1725,Silver,Dinged door sill,Repair,78870987,34971982,56044,PRC835411WB,15/11/2021,PETROL/ELECTRIC,0,5,29/10/2018
9250737222948,19/02/2018 19:03:00,HTU 3911,24/02/2019 15:37:42,Lamborghini,720S,4416,Pink,Rear bumper chip,TotalLoss/Repair,74648775,84374873.5,35752,ZOC654286GZ,08/11/2019,DIESEL,3,9,25/04/2018
1771426325907,28/02/2023 8:50:46,GVG 0810,18/11/2017 18:23:50,Nissan,Yukon,3672,Salmon,Tailgate scrape,Repair,4237432,2802072,5771,ZOC471412RF,26/02/2019,PETROL/ALCOHOL,0,3,12/01/2015
9629936813430,02/08/2017 1:22:28,UZQ 7569,24/07/2021 19:16:07,Honda,Sorento,2244,Tan,Side mirror scrape,TotalLoss/Repair,56119473,72726013.2,35496,WZE576230HY,30/04/2017,DIESEL,0,9,02/09/2022
4726919493942,05/12/2019 13:30:14,RCX 6643,27/09/2018 13:04:00,Jeep,CX-9,957,Red,Roof rack scrape,TotalLoss,25654735,234700480,89888,WZE862192CN,27/06/2017,PETROL/ELECTRIC,0,2,29/07/2023
7428331337070,29/10/2017 14:08:09,JSW 2348,28/03/2020 7:16:45,Honda,Journey,3987,Olive,Roof rack chip,Repair,8280736,1527832,21115,WZE167108TV,24/07/2019,DIESEL,6,7,23/08/2020
8807230460451,14/06/2019 6:13:04,MMY 4016,23/08/2018 7:50:27,Aston Martin,Optima,3530,Olive,Roof rack scrape,TotalLoss/Repair,38316874,47049839.8,77163,ZOC767158TI,03/04/2019,PETROL/ELECTRIC,3,8,16/10/2019
5829858373894,01/11/2016 13:30:58,OAU 4796,04/04/2015 4:06:30,Bugatti,Renegade,1123,Plum,Roof rack scuffs,TotalLoss,84708973,181601722,73874,CHB283540ZP,27/01/2018,PETROL/LPG,0,8,30/07/2020
4772539880493,08/07/2018 7:13:35,HHV 1325,11/01/2019 8:08:50,Jaguar,Model S,3988,Indigo,Scratched door sill,Repair,74782755,47181664,42397,IWV315034MM,15/04/2016,PETROL/LPG,4,4 ,12/06/2022
6091435096514,29/06/2016 16:08:21,YPO 2011,24/04/2016 3:22:12,Ford,Renegade,1821,Beige,Scraped side panel,Repair,23247619,12735191,43949,CHB306290HS,03/11/2016,PETROL,6,9,25/05/2023
3010457484761,16/10/2021 16:21:06,KSV 5299,03/09/2022 17:42:00,Cadillac,Impreza,4140,Orange,Chipped roof sill,Repair,44520796,34677107,37820,ZOC934945NU,28/01/2017,DIESEL,5,4 ,21/06/2023
4337321880097,07/06/2022 0:07:50,XKZ 3165,16/07/2016 18:02:35,Bentley,Touareg,1205,Tan,Roof rack scrape,TotalLoss,23496523,143562454,81412,WZE767266KW,22/11/2019,DIESEL,0,0,19/10/2015
2447529475274,24/10/2016 14:37:59,BGM 3348,15/02/2021 13:56:13,Ferrari,Durango,3200,Cyan,Roof rack dent,TotalLoss/Repair,62019649,71726728.1,37861,PRC186421MS,03/10/2016,PETROL/ALCOHOL,0,0,19/07/2018
3960940263431,06/11/2020 11:55:42,BNP 2679,14/06/2019 8:14:25,Ford,Q3,4238,Green,Scratched side mirror,TotalLoss/Repair,20993555,25160299.2,96550,ZOC963716LM,27/03/2018,DIESEL/ELECTRIC,2,4 ,09/10/2019
3673242517011,05/03/2017 1:33:25,UFF 1295,09/01/2018 5:07:01,Mazda,Journey,1446,Purple,Bent roof sill,TotalLoss/Repair,68136637,76265367.5,69076,WZE225304ZV,22/06/2019,PETROL/LPG,0,4 ,07/01/2017
9693205004451,13/01/2023 7:17:42,VJD 2683,28/10/2015 11:00:09,Honda,Kona,3390,Teal,Roof sill chip,TotalLoss,97999957,417546042,45822,PRC182226AX,12/02/2023,PETROL/ELECTRIC,2,8,07/04/2017
3002592759333,13/12/2021 6:47:16,TCR 6543,01/06/2021 2:28:37,Maserati,A6,4407,Yellow,Roof rack chip,TotalLoss,50237007,333047194,56862,IWV998533XF,23/08/2021,PETROL/ALCOHOL,0,8,13/07/2019
1999208160630,01/05/2023 10:07:20,VON 5273,08/01/2017 17:59:31,Lexus,570S,3518,Plum,Scratched roof rack sill,TotalLoss,5416200,37038042,86996,WZE262953TF,14/07/2023,PETROL/ALCOHOL,4,0,24/08/2021
3677972455934,28/07/2017 6:22:55,JIK 8902,27/01/2018 2:30:51,Aston Martin,Murano,2735,Brown,Paint chips,TotalLoss/Repair,76491552,89313578.8,77635,PRC240053EY,26/01/2022,PETROL/ELECTRIC,3,3,12/12/2022
4262725835156,27/11/2020 10:10:21,KDB 9423,21/03/2017 9:44:29,Mini,Ghibli,4178,White,Chipped roof sill,TotalLoss,59950167,540858464,90529,CHB232236HK,20/05/2016,PETROL/LPG,3,0,04/09/2019
8421153878100,01/07/2015 15:50:41,LQZ 7690,27/02/2018 12:47:33,Porsche,Mustang,3894,Brown,Side mirror damage,TotalLoss/Repair,65257756,72975798.5,43703,PRC658174EJ,27/10/2016,PETROL,0,6,17/11/2019
9015725777205,31/05/2023 1:02:03,EUN 3070,14/01/2021 19:03:53,Ram,Escape,979,White,Tailgate chip,TotalLoss/Repair,471102,579619.3,52084,PRC265954TA,09/12/2019,PETROL/ELECTRIC,2,2,23/12/2022
4073745887516,10/03/2015 8:28:08,XIN 2144,29/09/2015 21:03:13,Fiat,Murano,1337,Ruby,Roof scratch,Repair,39639563,2611974,91746,ZOC218896YR,10/07/2022,PETROL/ALCOHOL,3,5,22/03/2021
5650233267550,04/07/2020 1:58:29,IFR 6415,18/02/2018 2:14:21,Volkswagen,XF,2482,Gray,Chipped bumper sill,TotalLoss/Repair,73775392,88189482.6,46510,ZOC178425ZI,10/07/2022,PETROL/LPG,5,2,03/07/2021
2043875325508,01/03/2016 11:19:18,LDR 6887,08/01/2023 19:14:41,Infiniti,GranTurismo,4411,Magenta,Bent bumper cover,TotalLoss,98646020,750804477,59443,ZOC600490NK,13/03/2021,DIESEL/ELECTRIC,3,3,17/04/2017
8865405812851,22/08/2017 0:13:10,BVG 8181,02/05/2017 17:06:58,Bugatti,Canyon,3042,Green,Chipped bumper scrape,TotalLoss/Repair,20805811,26559234.7,65451,IWV946714FH,18/02/2023,DIESEL/MHEV,6,4 ,25/01/2015
5805831311704,25/06/2016 10:34:20,OHC 9912,15/03/2021 1:41:52,Rolls-Royce,Ascent,4213,Olive,Roof sill chip,TotalLoss/Repair,35471273,41503939.4,21841,IWV690485YW,24/07/2021,ELECTRIC,4,3,05/08/2022
5980220949981,15/12/2019 10:31:54,DJG 5296,17/05/2022 22:57:04,Lexus,Optima,2106,Tan,Dinged roof sill,Repair,15907404,9583361,68759,IWV870026HA,13/03/2018,ELECTRIC,2,9,15/02/2021
2990588700032,04/02/2017 15:01:57,TEV 5070,11/07/2018 12:49:25,Tesla,Ascent,2463,Maroon,Tailgate chip,TotalLoss,78810875,242010540,40430,CHB801815WO,08/06/2017,ELECTRIC,6,9,09/02/2018
9367233227650,24/10/2019 14:25:52,OWQ 6550,18/11/2020 10:30:27,Maserati,Impreza,2666,Plum,Roof rack scuffs,TotalLoss,45456206,165392989,94245,CHB416538XI,01/09/2021,PETROL,3,7,12/02/2020
9264524137745,19/11/2017 16:05:15,OKJ 8493,08/04/2017 2:00:32,Fiat,Model X,2413,Maroon,Chipped roof sill,TotalLoss,21981613,172731212,79989,ZOC288147LB,29/08/2020,PETROL/ELECTRIC,4,4 ,12/06/2022
9565074700763,07/01/2016 2:56:26,VJG 9062,21/04/2017 5:26:29,Lexus,Pacifica,2538,Pink,Hood damage,Repair,84913892,68418361,18608,ZOC988633ZB,16/12/2016,PETROL,6,5,16/03/2017
8533196360329,18/05/2018 5:43:23,EMP 1797,24/05/2017 21:41:27,McLaren,500X,2004,Maroon,Broken window,TotalLoss,87796157,270704663,23336,PRC449600UY,19/10/2016,PETROL/ELECTRIC,6,5,17/04/2017
3341015617053,28/06/2019 16:41:00,CNI 5282,08/02/2021 15:17:06,Tesla,Murano,3649,Yellow,Roof rack scuffs,TotalLoss,39672112,395279252,54236,ZOC501777YJ,07/12/2022,ELECTRIC,5,3,18/09/2020
3762051535483,27/01/2015 9:44:06,ESV 6626,28/06/2023 7:50:59,Fiat,Ascent,3258,Magenta,Broken door handle sill,TotalLoss/Repair,16378119,19613280.2,47109,CHB691023WI,14/05/2021,PETROL/ELECTRIC,2,5,28/10/2022
4961335529180,03/04/2020 4:57:30,QFS 1673,12/12/2021 0:05:30,Jeep,S60,3382,Beige,Cracked windshield washer nozzle,Repair,78896472,75509955,70929,CHB711693TE,26/03/2021,DIESEL,6,2,10/09/2022
8055335367333,27/05/2020 17:07:28,WKT 7198,14/01/2023 6:55:31,GMC,Maxima,3770,Gold,Roof dent,TotalLoss,2933584,14065968,66805,IWV620744FR,22/07/2017,PETROL/LPG,4,5,13/03/2021
6614759761155,25/07/2017 19:55:59,QLN 1447,16/05/2015 3:34:17,Mazda,CLA,4269,Green,Chipped bumper scrape,TotalLoss,25075882,156181505,29489,IWV877918ZW,21/09/2022,DIESEL,4,4 ,03/01/2017
5738976540865,14/01/2019 2:58:19,GAV 2787,23/12/2015 9:54:40,Land Rover,Civic,3374,Cyan,Dented roof sill,Repair,4863926,4520273,20551,ZOC502464PL,31/07/2022,DIESEL/MHEV,2,2,09/11/2018
3428502834036,29/05/2022 0:37:43,BNA 3500,19/05/2016 0:27:06,Acura,812 Superfast,2190,Ruby,Scratched roof sill,TotalLoss,57021360,385131441,37637,CHB467141NW,11/10/2017,DIESEL/ELECTRIC,3,2,31/01/2019
8714826148573,18/12/2022 20:58:58,QJG 3980,20/05/2018 20:06:38,Toyota,Giulia,4066,Yellow,Fender dent,TotalLoss,6748512,46883787,29219,PRC321317AO,08/05/2015,PETROL/ALCOHOL,2,0,26/08/2017
3184147047039,03/04/2017 11:46:13,TWP 5096,22/01/2020 11:20:36,Buick,Cooper,1229,Orange,Roof rack dent,TotalLoss/Repair,84789053,98347478.8,20397,CHB592748FN,27/08/2021,PETROL,2,4 ,28/07/2018
5916859458491,24/11/2022 8:46:53,TOX 4047,15/03/2018 20:16:26,Toyota,Pacifica,893,Green,Roof rack scuffs,TotalLoss/Repair,73661732,92600488.9,53510,PRC552571UE,07/02/2023,PETROL/ALCOHOL,0,7,10/07/2020
9577917474534,31/12/2019 9:13:56,UJQ 7245,05/12/2019 23:50:19,Subaru,XF,1070,Charcoal,Dented front door,Repair,83541578,33793712,18697,IWV466938DE,23/10/2021,ELECTRIC,0,5,25/04/2018
7557974366806,24/03/2022 15:03:45,KBE 5603,11/04/2015 7:29:57,Hyundai,500X,1564,Slate,Tailgate damage,TotalLoss,24485995,196803833,3323,PRC869579GZ,27/03/2022,PETROL/ELECTRIC,6,3,26/03/2016
3494091249829,20/01/2021 6:39:13,HTJ 9475,04/10/2017 14:21:34,Cadillac,Flying Spur,947,Pink,Dented roof sill,TotalLoss/Repair,74360740,85844990.8,41402,ZOC727247GA,29/08/2020,PETROL/ALCOHOL,3,7,20/08/2021
1601050602717,15/10/2019 23:03:01,GIW 7555,08/03/2021 19:54:06,Lexus,MX-5 Miata,2271,Silver,Scratched side panel,TotalLoss,15901853,46535447,61346,PRC685338SU,13/11/2015,PETROL/LPG,5,6,17/12/2020
3668726916864,01/04/2023 15:27:22,LDU 4449,06/12/2017 21:33:17,Rolls-Royce,Ghost,3735,Beige,Chipped bumper sill,Repair,5701913,2513526,23835,ZOC874361ZG,15/01/2021,DIESEL/ELECTRIC,0,9,29/03/2016
5786172861880,20/01/2018 23:17:25,WDR 0974,28/12/2016 11:44:49,Jeep,Clubman,3111,Salmon,Roof dent,Repair,68036963,55039417,60476,IWV738665TI,31/10/2022,DIESEL,5,5,21/03/2015
4783132682202,22/08/2015 21:50:26,XOT 6024,22/08/2022 1:21:00,Lamborghini,5 Series,1319,Gray,Roof dent,TotalLoss,7703030,50240897,9874,ZOC743466TJ,15/04/2021,DIESEL,2,2,11/07/2023
7053761286306,19/10/2017 16:00:27,COO 9413,20/06/2019 6:31:04,Hyundai,Huracan,4399,Coral,Broken roof rack sill,Repair,52385123,38945990,71049,PRC917995KR,25/01/2016,DIESEL,0,7,14/11/2015
4401035272525,27/09/2016 19:33:45,XRD 3680,23/10/2019 16:05:13,Buick,Cruze,2739,Red,Chipped bumper sill,TotalLoss,68220577,380179184,3904,PRC800644EP,17/03/2016,PETROL,2,6,18/04/2015
2142904787088,16/04/2017 2:03:20,BXK 4325,15/05/2015 15:06:27,Bugatti,5 Series,872,Yellow,Chipped roof rack sill,TotalLoss/Repair,34279635,42176413.1,57339,ZOC753943ZO,08/04/2019,ELECTRIC,4,2,22/06/2015
3858889957405,02/12/2015 16:34:17,JMK 0324,25/04/2017 12:25:15,Buick,A4,2054,White,Roof rack dent,TotalLoss,35889896,157386816,74138,IWV822366FN,03/10/2016,DIESEL/MHEV,0,7,02/04/2020
9497089144003,22/07/2016 0:52:24,IHN 1643,11/10/2020 0:41:06,Alfa Romeo,Q3,890,Ruby,Dinged quarter panel,TotalLoss/Repair,61807065,75862640.0,23258,PRC687044EA,13/12/2017,DIESEL/MHEV,6,3,28/01/2016
1789621036035,03/01/2015 9:53:59,OTM 4023,23/09/2017 3:00:07,Hyundai,Yukon,3705,Yellow,Roof rack scuffs,TotalLoss/Repair,10358420,11625664.9,18823,CHB127688CT,10/06/2022,DIESEL/ELECTRIC,6,7,20/02/2019
3208000067831,09/01/2018 18:20:57,IGU 1056,07/08/2020 2:47:40,Alfa Romeo,Huracan,3730,Turquoise,Chipped roof sill,TotalLoss,97528683,457012671,97799,CHB786253FM,07/07/2019,DIESEL/MHEV,0,5,13/04/2020
9963275141851,20/04/2020 23:53:08,EWN 1752,13/09/2022 6:33:28,Chrysler,CX-9,1663,Magenta,Tailgate scrape,Repair,20463287,3516814,16012,CHB676229XU,21/05/2020,PETROL/LPG,3,2,06/07/2017
7433926857624,25/02/2022 23:54:58,YCD 5855,17/01/2015 21:51:46,Land Rover,Canyon,4493,Black,Tailgate dent,TotalLoss/Repair,42448053,52311120.7,30836,WZE303759DJ,01/06/2016,DIESEL,3,4 ,14/02/2015
2101274568624,22/03/2022 3:43:26,YGY 5603,02/11/2017 8:30:06,Subaru,CX-9,2084,Olive,Roof sill dent,TotalLoss/Repair,1467823,1619007.2,18841,ZOC888741UM,16/06/2023,DIESEL/ELECTRIC,4,8,16/11/2016
